-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  0.13   Longitude -67.089 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 98.27 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WD10M
2013,2,14,4.36,0.42,25.97,29.17,23.43,90.56,4.1,99.88,0.42,0.73,0.12,164.88
2013,2,15,4.35,0.42,25.3,28.09,23.75,91.69,2.18,99.96,0.73,1.02,0.51,145.31
2013,2,16,4.99,0.48,25.45,28.83,22.4,88.44,0.35,99.82,0.84,1.19,0.41,132.0
2013,2,17,3.23,0.31,25.41,27.9,23.11,92.38,3.95,99.77,0.81,1.16,0.46,132.81
2013,2,18,5.15,0.49,25.58,28.75,23.25,92.5,3.96,99.8,0.51,0.96,0.09,139.38
2013,2,19,4.28,0.41,24.38,25.98,22.55,95.81,31.1,99.8,0.68,1.05,0.29,137.75
2013,2,20,5.11,0.49,24.73,28.08,21.66,94.31,17.93,99.73,0.65,0.9,0.3,160.12
2013,2,21,4.74,0.45,24.86,26.73,23.16,96.5,13.14,99.76,0.66,0.93,0.13,170.94
2013,2,22,5.17,0.49,25.68,29.11,23.12,93.44,23.28,99.84,0.73,0.88,0.49,150.19
2013,2,23,2.49,0.24,24.91,27.48,23.15,95.19,83.19,99.88,0.86,1.16,0.31,172.69
2013,2,24,5.69,0.55,26.09,29.89,23.22,88.44,2.97,99.77,0.74,1.3,0.18,114.31
2013,2,25,5.26,0.5,25.97,29.07,23.19,90.75,1.21,99.66,0.84,1.33,0.49,99.0
2013,2,26,4.53,0.43,25.73,28.72,23.51,93.12,2.85,99.73,0.86,1.2,0.3,120.31
2013,2,27,4.07,0.39,25.86,28.92,23.78,93.94,9.88,99.8,0.76,1.16,0.38,139.38
2013,2,28,4.26,0.41,25.38,27.59,23.5,95.62,12.69,99.77,0.55,1.08,0.23,148.81
2013,3,1,5.72,0.55,25.29,28.29,22.8,92.12,5.52,99.67,0.61,1.17,0.07,134.56
2013,3,2,5.65,0.54,26.11,29.51,23.22,91.69,4.46,99.65,0.73,1.04,0.3,132.94
2013,3,3,5.36,0.51,26.38,29.41,24.55,90.56,0.7,99.8,0.85,1.31,0.52,145.44
2013,3,4,5.15,0.49,26.09,28.78,24.07,91.12,2.67,99.91,0.8,1.08,0.46,144.44
2013,3,5,4.07,0.39,25.96,28.96,23.4,94.31,11.8,99.89,0.74,1.2,0.33,164.0
2013,3,6,3.47,0.33,25.11,26.72,23.77,96.88,11.74,99.95,0.52,0.82,0.05,155.31
2013,3,7,5.02,0.48,25.23,28.44,22.84,92.62,2.17,99.98,0.88,1.43,0.47,122.06
2013,3,8,4.81,0.46,25.4,28.01,23.35,92.62,0.05,99.99,0.75,1.15,0.33,128.38
2013,3,9,6.12,0.59,26.13,28.88,23.46,91.31,0.03,99.85,0.85,1.25,0.23,132.31
2013,3,10,6.29,0.6,26.43,29.62,23.66,92.12,4.11,99.76,0.76,1.01,0.3,114.12
2013,3,11,4.75,0.45,26.9,29.87,24.31,91.56,3.89,99.61,0.54,0.93,0.09,154.81
2013,3,12,4.59,0.44,26.39,28.6,24.44,91.94,1.89,99.71,0.81,1.13,0.3,176.38
2013,3,13,5.34,0.51,26.53,29.46,23.65,91.38,1.37,99.69,0.67,1.3,0.19,167.25
2013,3,14,2.88,0.27,25.95,27.94,24.49,95.69,9.87,99.69,0.62,1.03,0.16,165.81
2013,3,15,5.06,0.48,25.58,28.09,23.73,95.75,13.52,99.7,0.82,1.21,0.16,142.12
2013,3,16,5.27,0.5,25.59,28.32,23.34,95.56,29.73,99.77,0.66,0.85,0.34,151.31
2013,3,17,1.83,0.17,25.18,27.64,23.37,95.62,23.81,99.93,0.72,1.0,0.24,191.25
2013,3,18,4.58,0.44,25.2,27.4,23.06,94.44,11.74,99.9,0.48,0.8,0.09,173.0
2013,3,19,4.21,0.4,25.22,27.36,23.12,94.44,26.76,99.81,0.68,1.4,0.16,81.0
2013,3,20,5.82,0.55,26.2,29.83,22.63,90.88,6.4,99.67,0.71,1.13,0.15,68.62
2013,3,21,6.4,0.61,26.57,29.57,24.03,90.69,0.0,99.7,0.85,1.29,0.32,122.69
2013,3,22,6.06,0.58,25.51,27.8,23.55,94.44,11.14,99.92,0.84,1.24,0.45,142.75
2013,3,23,1.64,0.16,24.58,26.76,23.12,96.31,25.54,99.98,0.65,1.02,0.21,144.5
2013,3,24,5.82,0.55,25.2,29.26,21.63,89.88,1.51,99.75,0.64,0.99,0.27,73.44
2013,3,25,6.48,0.62,26.19,29.94,22.45,89.31,3.26,99.68,0.77,1.25,0.23,110.06
2013,3,26,6.47,0.62,26.62,29.92,24.15,91.12,0.68,99.77,0.91,1.48,0.51,121.38
2013,3,27,5.94,0.57,26.66,29.7,24.54,89.75,1.39,99.85,0.77,1.16,0.34,148.75
2013,3,28,4.06,0.39,25.58,27.99,23.96,91.56,0.67,99.94,0.74,1.08,0.4,184.25
2013,3,29,5.08,0.48,25.78,29.21,23.62,89.38,2.25,100.01,0.52,0.8,0.13,134.0
2013,3,30,5.22,0.5,26.01,29.5,22.89,89.06,0.86,100.0,0.77,1.23,0.27,124.56
2013,3,31,5.33,0.52,25.62,28.71,23.89,92.62,5.44,99.97,0.99,1.53,0.49,131.38
2013,4,1,6.69,0.64,26.36,30.29,22.94,90.44,1.36,99.9,0.85,1.22,0.45,110.44
2013,4,2,4.5,0.43,25.25,27.4,23.44,93.69,7.34,99.9,0.74,1.06,0.15,165.62
2013,4,3,3.06,0.3,25.32,28.06,23.44,96.19,13.47,99.94,0.75,1.08,0.4,168.0
2013,4,4,4.96,0.48,26.35,29.87,23.4,91.62,0.75,99.89,0.73,1.21,0.29,147.62
2013,4,5,5.57,0.54,26.35,29.26,23.55,91.31,0.13,99.88,0.72,1.34,0.27,130.31
2013,4,6,6.43,0.62,26.15,28.51,23.98,93.44,1.04,99.89,0.81,1.24,0.23,130.31
2013,4,7,6.67,0.65,26.68,29.98,24.06,90.81,0.16,99.8,0.85,1.25,0.28,130.44
2013,4,8,6.77,0.66,26.95,30.05,24.68,91.06,0.57,99.74,0.88,1.34,0.48,141.75
2013,4,9,6.61,0.64,27.05,30.44,23.9,89.19,0.51,99.77,0.77,1.2,0.39,152.38
2013,4,10,5.25,0.51,26.37,29.08,24.42,91.19,0.18,99.81,0.81,1.13,0.39,131.5
2013,4,11,6.02,0.59,25.94,28.4,23.93,92.69,4.25,99.71,0.69,1.02,0.2,120.31
2013,4,12,4.16,0.41,26.36,29.09,24.27,93.19,4.22,99.73,0.86,1.35,0.22,129.75
2013,4,13,5.09,0.5,26.27,28.8,24.12,93.5,0.9,99.74,0.8,1.14,0.16,112.38
2013,4,14,4.44,0.44,25.74,27.64,24.15,95.81,4.45,99.8,0.8,1.16,0.2,146.06
2013,4,15,4.32,0.42,25.65,27.78,23.95,96.69,11.24,99.93,0.74,1.06,0.38,184.12
2013,4,16,2.04,0.2,25.65,28.81,23.31,93.44,13.45,99.97,0.62,0.88,0.31,158.38
2013,4,17,5.05,0.5,24.76,27.31,22.78,94.38,9.74,99.96,0.63,1.0,0.28,138.56
2013,4,18,2.14,0.21,25.32,28.49,22.68,93.06,19.23,99.88,0.66,1.11,0.28,162.06
2013,4,19,4.56,0.45,25.32,28.2,23.37,91.81,2.85,99.98,0.49,0.78,0.08,127.06
2013,4,20,2.6,0.26,25.32,28.08,22.72,93.19,12.43,100.0,0.62,1.27,0.17,180.69
2013,4,21,4.29,0.42,25.47,27.7,23.73,93.44,8.35,100.0,0.6,1.13,0.2,194.0
2013,4,22,4.62,0.46,25.51,28.0,23.08,93.31,30.78,99.98,0.62,1.21,0.09,211.19
2013,4,23,2.26,0.23,25.16,26.85,23.32,94.75,20.23,99.97,0.48,1.15,0.11,175.75
2013,4,24,4.69,0.47,25.7,29.19,22.96,90.38,1.46,99.94,0.88,1.31,0.44,257.56
2013,4,25,4.76,0.48,25.7,28.69,22.68,88.81,0.08,99.95,0.77,1.31,0.28,273.56
2013,4,26,4.89,0.49,25.95,29.27,23.07,90.0,0.08,99.93,0.78,1.19,0.16,246.31
2013,4,27,4.64,0.46,26.16,29.82,22.19,84.81,0.0,99.8,0.5,1.06,0.13,110.75
2013,4,28,3.73,0.38,25.65,27.66,23.88,94.0,4.74,99.8,0.68,1.34,0.06,96.62
2013,4,29,5.33,0.54,26.11,29.26,23.59,89.69,0.47,99.84,0.77,1.23,0.23,131.88
2013,4,30,4.68,0.47,26.11,29.13,23.4,90.62,1.06,99.91,0.59,1.13,0.25,154.12
2013,5,1,4.89,0.49,25.53,28.64,22.98,90.44,0.57,99.96,0.73,1.19,0.21,133.19
2013,5,2,2.06,0.21,25.61,28.37,23.0,92.5,20.47,99.98,0.48,1.01,0.02,176.75
2013,5,3,5.45,0.55,26.13,29.03,23.77,90.88,10.04,99.92,0.53,0.91,0.25,198.62
2013,5,4,4.16,0.42,25.61,27.83,23.92,95.44,14.04,99.87,0.57,1.07,0.17,124.94
2013,5,5,6.0,0.61,25.55,27.88,23.55,93.38,10.93,99.95,0.65,1.18,0.06,159.44
2013,5,6,3.98,0.41,24.79,26.69,23.26,94.75,6.05,100.14,0.78,1.23,0.14,229.31
2013,5,7,4.4,0.45,24.64,27.37,22.25,93.31,1.97,100.23,0.74,1.21,0.35,112.0
2013,5,8,3.16,0.32,25.05,28.31,22.03,91.81,2.87,100.27,0.68,1.32,0.32,146.0
2013,5,9,6.04,0.62,25.65,28.69,22.7,89.06,3.76,100.17,0.6,1.2,0.05,87.88
2013,5,10,5.21,0.53,25.08,26.9,23.52,94.69,13.7,100.09,0.58,0.84,0.29,63.69
2013,5,11,2.0,0.2,25.15,28.57,22.43,91.12,3.85,100.03,0.6,0.9,0.07,152.69
2013,5,12,5.21,0.54,25.72,28.91,22.62,89.88,0.79,99.94,0.84,1.26,0.29,117.25
2013,5,13,4.96,0.51,25.41,27.87,23.22,91.94,2.05,99.98,0.7,1.15,0.02,103.75
2013,5,14,4.22,0.44,25.83,29.22,22.84,91.19,2.39,99.92,0.8,1.18,0.32,115.88
2013,5,15,6.01,0.62,26.18,28.73,23.89,90.38,2.93,99.84,0.66,1.16,0.07,99.69
2013,5,16,1.54,0.16,25.08,26.3,23.62,94.88,17.12,99.9,0.61,0.99,0.25,107.69
2013,5,17,4.53,0.47,24.96,27.61,22.9,95.56,10.25,99.98,0.79,1.12,0.15,112.0
2013,5,18,5.51,0.57,25.05,27.24,23.08,92.0,1.59,100.06,0.81,1.21,0.37,121.5
2013,5,19,4.58,0.48,25.02,27.58,22.3,93.56,2.65,100.04,0.92,1.24,0.38,145.75
2013,5,20,4.41,0.46,24.98,27.06,23.36,96.0,12.16,99.92,0.82,1.23,0.28,148.25
2013,5,21,2.94,0.3,25.25,27.37,23.11,94.75,12.55,99.86,0.63,1.34,0.08,144.62
2013,5,22,4.2,0.44,25.02,27.36,22.96,93.44,4.11,99.93,0.57,1.1,0.05,271.62
2013,5,23,5.61,0.59,24.99,28.02,22.47,91.19,1.18,100.03,0.64,1.02,0.09,259.5
2013,5,24,3.75,0.39,25.18,27.92,22.62,93.31,9.81,100.06,0.66,1.18,0.18,238.31
2013,5,25,4.39,0.46,24.87,27.45,22.83,91.31,2.77,100.12,0.7,0.97,0.24,120.12
2013,5,26,4.49,0.47,24.83,27.83,22.6,91.31,4.4,100.09,0.61,1.27,0.23,140.31
2013,5,27,4.44,0.47,24.23,26.42,22.72,95.38,2.59,100.05,0.78,1.33,0.27,168.06
2013,5,28,4.57,0.48,25.05,28.87,21.68,89.81,0.47,99.95,0.71,1.27,0.29,100.0
2013,5,29,5.63,0.59,25.73,28.65,22.63,90.81,7.24,99.87,0.57,1.23,0.09,173.69
2013,5,30,3.22,0.34,25.14,26.57,23.89,97.94,22.58,99.92,0.49,0.91,0.1,185.5
2013,5,31,4.06,0.43,24.98,27.92,23.26,95.81,15.07,99.96,0.66,1.23,0.03,179.62
2013,6,1,4.82,0.52,24.97,27.87,23.03,94.44,11.62,99.99,0.73,1.23,0.28,241.44
2013,6,2,5.17,0.55,25.37,28.06,23.05,93.56,5.35,100.1,0.62,1.21,0.21,266.19
2013,6,3,5.96,0.63,26.04,29.05,23.46,88.69,0.62,100.1,0.83,1.12,0.34,143.94
2013,6,4,5.05,0.54,25.16,27.94,22.9,91.88,0.11,100.08,0.7,1.26,0.09,218.69
2013,6,5,4.63,0.49,25.84,28.55,23.09,90.56,1.27,99.99,0.62,1.01,0.27,257.44
2013,6,6,5.53,0.59,25.91,28.87,23.29,90.25,0.34,99.98,0.82,1.2,0.27,161.38
2013,6,7,5.08,0.55,25.26,27.98,23.16,91.25,1.75,100.11,0.86,1.15,0.44,157.62
2013,6,8,4.57,0.49,24.69,27.13,22.54,94.38,23.56,100.11,0.72,1.34,0.29,166.0
2013,6,9,4.45,0.48,24.34,26.71,22.73,96.31,26.89,100.08,0.87,1.33,0.35,172.25
2013,6,10,4.68,0.5,24.8,28.16,21.66,90.81,1.63,100.06,0.89,1.5,0.27,145.44
2013,6,11,3.93,0.42,25.66,28.81,22.24,89.06,8.25,100.09,0.64,1.28,0.13,148.0
2013,6,12,3.78,0.41,24.94,25.98,23.94,93.25,18.52,100.17,0.39,0.65,0.1,182.56
2013,6,13,3.64,0.39,24.4,26.94,21.91,93.69,15.16,100.13,0.62,1.4,0.05,151.81
2013,6,14,4.82,0.52,24.78,27.99,22.15,91.44,2.67,100.02,0.71,0.95,0.27,147.19
2013,6,15,4.94,0.53,26.14,29.37,22.58,89.5,2.17,99.96,0.66,1.32,0.1,155.25
2013,6,16,4.76,0.51,26.05,28.7,24.51,92.25,1.97,99.88,0.57,0.98,0.31,231.56
2013,6,17,3.05,0.33,25.07,26.76,23.28,94.88,1.6,99.92,0.79,1.3,0.27,161.88
2013,6,18,4.37,0.47,25.05,27.12,22.85,94.38,9.03,99.89,0.68,1.23,0.1,195.12
2013,6,19,5.27,0.57,25.8,28.92,23.8,89.88,4.14,99.88,0.61,1.05,0.14,159.94
2013,6,20,5.15,0.55,25.68,28.74,22.6,89.5,0.28,99.88,0.88,1.16,0.26,137.06
2013,6,21,5.41,0.59,26.1,29.12,23.07,88.0,0.0,99.94,0.67,1.25,0.22,146.5
2013,6,22,3.14,0.34,25.29,27.52,23.19,92.94,1.2,99.93,0.78,1.3,0.23,170.0
2013,6,23,4.43,0.48,25.15,27.53,23.24,93.44,1.62,99.96,0.72,1.14,0.2,130.88
2013,6,24,3.99,0.43,25.09,26.89,23.61,94.06,5.31,100.04,0.62,1.27,0.12,246.12
2013,6,25,4.7,0.51,25.08,27.63,22.6,93.88,3.35,100.08,0.69,1.37,0.1,282.44
2013,6,26,5.53,0.59,25.74,28.83,23.3,90.62,0.39,100.03,0.71,1.27,0.09,164.06
2013,6,27,4.73,0.51,25.48,28.19,23.18,92.88,2.78,100.09,0.78,1.2,0.31,144.62
2013,6,28,5.58,0.6,25.8,28.92,22.36,90.06,0.9,99.97,0.76,1.39,0.24,82.56
2013,6,29,5.6,0.6,26.26,28.76,24.01,87.62,2.66,99.93,0.47,0.88,0.17,102.75
2013,6,30,4.88,0.52,25.63,28.64,23.72,88.94,1.07,100.0,0.51,0.95,0.17,171.56
2013,7,1,4.37,0.47,24.81,27.06,23.44,91.75,11.01,100.15,0.49,1.1,0.22,253.12
2013,7,2,4.64,0.5,23.94,25.74,22.34,95.38,7.65,100.22,0.62,1.11,0.1,242.19
2013,7,3,4.9,0.52,24.52,27.86,21.79,89.19,0.31,100.16,0.6,1.16,0.09,187.38
2013,7,4,4.26,0.45,24.67,27.66,21.74,91.69,10.42,100.17,0.66,1.09,0.31,138.62
2013,7,5,4.24,0.45,24.29,27.19,22.12,90.06,1.49,100.25,0.81,1.22,0.33,118.19
2013,7,6,4.45,0.48,24.73,28.35,20.83,89.69,1.79,100.07,0.86,1.44,0.19,115.0
2013,7,7,4.81,0.52,25.24,28.39,22.76,90.0,1.44,100.04,0.77,1.19,0.3,110.5
2013,7,8,4.97,0.53,25.01,27.82,22.35,91.06,2.07,100.19,0.77,1.2,0.28,144.56
2013,7,9,3.03,0.32,24.99,27.62,21.87,88.75,6.07,100.23,0.66,1.22,0.05,176.56
2013,7,10,4.44,0.48,24.86,27.33,22.57,91.5,17.82,100.17,0.61,1.14,0.18,175.44
2013,7,11,4.27,0.45,25.0,27.88,22.42,90.69,5.87,100.12,0.49,1.32,0.1,173.5
2013,7,12,3.73,0.4,24.61,26.55,22.75,90.69,4.78,100.15,0.6,1.19,0.16,214.56
2013,7,13,4.74,0.5,24.76,27.98,21.74,87.94,0.42,100.14,0.7,1.23,0.16,182.12
2013,7,14,5.34,0.57,25.32,28.53,21.98,89.25,5.87,100.07,0.74,0.97,0.37,131.06
2013,7,15,5.12,0.55,24.55,27.13,22.61,92.75,2.46,100.11,0.93,1.29,0.53,128.81
2013,7,16,4.67,0.49,24.19,26.83,21.78,92.94,3.31,100.13,0.93,1.31,0.4,137.81
2013,7,17,4.84,0.52,25.51,29.12,22.18,88.56,0.27,100.07,0.8,1.27,0.03,142.38
2013,7,18,4.76,0.5,25.4,28.33,22.73,89.94,0.04,100.04,0.8,1.24,0.27,163.88
2013,7,19,3.75,0.4,25.15,27.43,23.4,91.94,0.21,100.01,0.7,1.08,0.25,183.38
2013,7,20,5.33,0.56,25.76,28.78,22.81,87.56,0.02,99.99,0.75,1.2,0.16,175.88
2013,7,21,5.61,0.59,25.83,28.84,23.07,86.5,0.0,99.97,0.84,1.27,0.06,107.81
2013,7,22,5.2,0.55,25.57,28.65,22.6,90.38,3.48,100.05,0.9,1.39,0.26,134.06
2013,7,23,5.42,0.57,25.4,28.33,22.91,92.0,6.19,100.0,0.82,1.23,0.11,168.69
2013,7,24,3.69,0.39,24.92,27.77,22.51,93.44,5.82,99.99,0.84,1.39,0.33,138.38
2013,7,25,3.03,0.32,24.64,27.53,22.69,90.81,2.73,100.26,0.98,1.41,0.49,156.06
2013,7,26,2.03,0.21,23.19,25.6,21.5,88.56,0.08,100.43,0.86,1.2,0.43,201.12
2013,7,27,3.85,0.4,23.83,27.48,20.87,88.12,0.0,100.33,0.9,1.17,0.43,190.38
2013,7,28,4.5,0.47,24.79,28.62,21.62,89.19,0.0,100.24,0.94,1.43,0.4,156.75
2013,7,29,5.0,0.52,25.3,28.82,21.71,88.88,0.24,100.23,1.04,1.46,0.32,144.06
2013,7,30,4.21,0.44,24.82,27.61,22.37,92.44,5.23,100.28,1.02,1.38,0.31,134.88
2013,7,31,4.5,0.47,24.92,28.39,21.47,90.62,0.54,100.2,0.96,1.49,0.24,104.75
2013,8,1,5.33,0.55,25.64,29.0,21.89,86.31,0.17,100.11,0.79,1.36,0.12,121.25
2013,8,2,3.56,0.37,25.33,27.87,22.19,90.69,9.31,100.09,0.69,1.39,0.08,127.0
2013,8,3,5.22,0.54,25.77,28.82,22.96,87.38,0.36,100.1,0.52,1.09,0.07,154.31
2013,8,4,5.81,0.6,25.84,28.73,23.51,88.56,0.27,100.05,0.69,1.15,0.2,179.44
2013,8,5,5.12,0.52,25.16,27.05,23.62,95.25,34.86,100.02,0.7,1.1,0.16,128.56
2013,8,6,4.96,0.51,25.12,28.44,22.74,89.81,8.08,100.04,0.7,1.18,0.39,133.19
2013,8,7,4.51,0.46,25.47,28.6,22.41,87.38,0.36,99.96,0.51,1.04,0.2,196.31
2013,8,8,5.1,0.52,25.46,27.74,22.85,89.69,1.31,99.8,0.43,1.12,0.14,234.44
2013,8,9,3.42,0.35,24.83,26.65,22.78,94.94,9.39,99.9,0.58,1.27,0.09,175.0
2013,8,10,5.9,0.6,24.86,28.2,22.45,92.88,1.14,99.96,0.9,1.31,0.33,108.44
2013,8,11,4.55,0.46,24.51,27.1,22.67,92.69,1.63,100.04,0.76,1.15,0.21,158.75
2013,8,12,3.91,0.4,24.47,28.08,21.69,90.5,1.02,99.97,0.53,0.98,0.13,246.94
2013,8,13,5.29,0.54,25.12,28.3,22.93,92.0,1.02,99.93,0.55,0.85,0.05,229.62
2013,8,14,3.64,0.37,24.78,26.93,23.23,95.31,28.63,100.0,0.65,1.16,0.31,169.19
2013,8,15,3.86,0.39,24.25,26.44,22.04,92.62,12.02,100.14,0.73,1.2,0.23,178.25
2013,8,16,3.5,0.35,23.94,26.32,22.03,90.44,0.12,100.12,0.81,1.17,0.38,185.06
